authors,original_title,image_url
Virginia Woolf,orlando,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443118010i/18839._SY75_.jpg
Justin Cronin,the passage ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874267i/6690798._SY75_.jpg
Anonymous,holy bible: new international version,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631965680i/280111._SY75_.jpg
V.E. Schwab,a darker shade of magic ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400322851i/22055262._SY75_.jpg
Mia Sheridan,archer's voice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656593818i/32822135._SY75_.jpg
Dennis Lehane,shutter island,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329269081i/21686._SY75_.jpg
Stephanie Garber,caraval ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465563623i/27883214._SY75_.jpg
Jung Chang,wild swans: three daughters of china,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440643710i/1848._SX50_.jpg
Marcus Aurelius,meditations,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421618636i/30659._SY75_.jpg
John Ajvide Lindqvist,let the right one in,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327893384i/943402._SY75_.jpg
Becca Fitzpatrick,finale ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408156i/12751687._SY75_.jpg
Dennis Lehane,mystic river,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407109549i/21671._SY75_.jpg
Maggie Stiefvater,linger ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292482391i/6654313._SY75_.jpg
F. Scott Fitzgerald,tender is the night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559763775i/46164._SY75_.jpg
Vladimir Nabokov,pale fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388155863i/7805._SY75_.jpg
Chuck Palahniuk,survivor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523531504i/36236123._SY75_.jpg
Markus Zusak,i am the messenger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398483261i/19057._SY75_.jpg
Katja Millay,the sea of tranquility,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465919812i/16151178._SY75_.jpg
Kate Morton,the forgotten garden,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547843777i/3407877._SY75_.jpg
Sarah J. Maas,a court of mist and fury ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620325671i/50659468._SY75_.jpg
Leon Uris,exodus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568189223i/42697._SY75_.jpg
Robert James Waller,the bridges of madison county,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267141i/83674._SY75_.jpg
Edith Wharton,ethan frome,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701588541i/5246._SY75_.jpg
Sarah J. Maas,house of earth and blood ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559142847i/44778083._SY75_.jpg
Douglas Adams,the restaurant at the end of the universe ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521213881i/8695._SY75_.jpg
Jamie McGuire,walking disaster ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352338368i/15745950._SY75_.jpg
Sarah J. Maas,a ​court of silver flames ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602570691i/53138095._SY75_.jpg
Sarah J. Maas,the assassin's blade ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384362444i/18243700._SX50_.jpg
Juliet Marillier,daughter of the forest  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343589988i/13928._SY75_.jpg
Winston Groom,forrest gump ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385313197i/186190._SY75_.jpg
Richard Bach,illusions: the adventures of a reluctant messiah,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353964306i/29946._SY75_.jpg
Anne Morrow Lindbergh,gift from the sea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328312670i/77295._SY75_.jpg
Tom Clancy,the hunt for red october ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1281995542i/19691._SX50_.jpg
Kelley Armstrong,the awakening ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478986806i/5391115._SY75_.jpg
Richard Yates,revolutionary road,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650108910i/48328._SY75_.jpg
Olive Ann Burns,cold sassy tree,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528222043i/40389231._SX50_.jpg
Helene Hanff,"84, charing cross road",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1662637640i/368916._SY75_.jpg
Jean-Paul Sartre,nausea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377674928i/298275._SY75_.jpg
William Faulkner,"absalom, absalom!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388474680i/373755._SY75_.jpg
John Irving,the hotel new hampshire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318013543i/11768._SY75_.jpg
James Clavell,tai-pan ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577989362i/42933._SY75_.jpg
Stieg Larsson,the millennium trilogy ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275608877i/7822895._SX50_.jpg
Albert Camus,the fall,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467904855i/11991._SY75_.jpg
Kelley Armstrong,the reckoning ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327154591i/6468666._SY75_.jpg
Karen Marie Moning,dreamfever ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429621657i/6050298._SY75_.jpg
Jeffrey Archer,kane & abel ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388965561i/78983._SY75_.jpg
Brandon Mull,fablehaven ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460309528i/44652._SX50_.jpg
Mary Doria Russell,the sparrow ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1230829367i/334176._SY75_.jpg
Marissa Meyer,winter ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470057036i/13206900._SX50_.jpg
Brandon Sanderson,the well of ascension ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619538925i/68429._SY75_.jpg
Bill Bryson,a walk in the woods: rediscovering america on the appalachian trail,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388189974i/9791._SY75_.jpg
T.J. Klune,the house in the cerulean sea ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569514209i/45047384._SY75_.jpg
William Shakespeare,shakespeare's sonnets,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660269733i/42038._SY75_.jpg
Scott Westerfeld,specials ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390340887i/24765._SX50_.jpg
Gillian Flynn,dark places,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354988288i/5886881._SY75_.jpg
Sylvain Reynard,gabriel's inferno ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1301789770i/10140661._SY75_.jpg
Sylvia Day,reflected in you ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477802540i/13596809._SX50_.jpg
Charlaine Harris,dead as a doornail ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468562419i/170210._SY75_.jpg
Johann Wolfgang von Goethe,the sorrows of young werther,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920896i/16640._SY75_.jpg
Arthur Conan Doyle,a study in scarlet ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519031842i/102868._SX50_.jpg
Billie Letts,where the heart is,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959469i/5168._SY75_.jpg
Andrew  Davidson,the gargoyle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368598513i/2595138._SY75_.jpg
Gary Chapman,the 5 love languages: the secret to love that lasts,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432487272i/23878688._SY75_.jpg
Yevgeny Zamyatin,we,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627438181i/76171._SY75_.jpg
James Frey,a million little pieces,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483206985i/1241._SY75_.jpg
Laurell K. Hamilton,guilty pleasures ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388207930i/30281._SY75_.jpg
Charlaine Harris,definitely dead ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468562748i/140079._SY75_.jpg
Ernest Hemingway,a moveable feast,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427463201i/4631._SX50_.jpg
Jeaniene Frost,one foot in the grave ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373857981i/2168860._SY75_.jpg
Mark Twain,a connecticut yankee in king arthur's court,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348239402i/162898._SY75_.jpg
Jodi Picoult,the pact,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410754561i/10916._SY75_.jpg
Jeanne DuPrau,the city of ember ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591616783i/307791._SX50_.jpg
Richelle Mead,the golden lily ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360599818i/8709523._SY75_.jpg
Catherine Marshall,christy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507060335i/35879889._SY75_.jpg
J.R. Ward,lover mine ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391511285i/7046495._SX50_.jpg
Louis-Ferdinand Céline,journey to the end of the night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585118052i/12395._SY75_.jpg
M.L. Rio,if we were villains,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480717682i/30319086._SY75_.jpg
Tom Wolfe,the bonfire of the vanities,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542903489i/2666._SY75_.jpg
Jennifer L. Armentrout,opal ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553011318i/13362536._SY75_.jpg
Ellen Hopkins,crank ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388192181i/270730._SX50_.jpg
John Grisham,the runaway jury,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388444668i/24192._SY75_.jpg
P.C. Cast,burned ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327944437i/6917952._SY75_.jpg
Arthur C. Clarke,childhood's end,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320552628i/414999._SY75_.jpg
Ayn Rand,the fountainhead,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491163636i/2122._SY75_.jpg
David Wroblewski,the story of edgar sawtelle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310466361i/2731276._SX50_.jpg
Dan Brown,deception point,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551277487i/976._SY75_.jpg
Lauren Oliver,pandemonium ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310371414i/9593911._SY75_.jpg
Shannon Messenger,keeper of the lost cities,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326469854i/12842828._SX50_.jpg
Ruta Sepetys,between shades of gray,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873479i/7824322._SX50_.jpg
Tom Robbins,still life with woodpecker,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308749778i/9566._SY75_.jpg
Nicholas Sparks,the lucky one,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420816338i/3063499._SY75_.jpg
Pat Conroy,beach music,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426903848i/16729._SY75_.jpg
Virginia Woolf,a room of one’s own,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883012i/18521._SY75_.jpg
John  Williams,stoner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320600716i/166997._SY75_.jpg
Jacqueline Susann,valley of the dolls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429239923i/581811._SX50_.jpg
L.J. Smith,"night world, no. 1 ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434962482i/3099787._SY75_.jpg
Nicholas Sparks,safe haven,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529593553i/40603730._SY75_.jpg
Jonathan Stroud,the amulet of samarkand ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528705815i/334123._SX50_.jpg
Jennifer L. Armentrout,onyx ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329408511i/13047090._SY75_.jpg
Ken Kesey,sometimes a great notion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364846481i/529626._SY75_.jpg
Junot Díaz,the brief wondrous life of oscar wao,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391409748i/297673._SY75_.jpg
Richard Llewellyn,how green was my valley,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440708862i/40496._SY75_.jpg
Tammara Webber,easy ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349370267i/16056408._SY75_.jpg
John Green,turtles all the way down,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503002776i/35504431._SY75_.jpg
Robert Frost,the poetry of robert frost,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388204422i/95819._SY75_.jpg
Henry James,the turn of the screw,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567172392i/12948._SY75_.jpg
Edith Wharton,the house of mirth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328729186i/17728._SY75_.jpg
Nicholas Sparks,the wedding ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385738787i/3466._SY75_.jpg
Charlaine Harris,from dead to worse ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525214511i/2233407._SY75_.jpg
Neal Shusterman,scythe ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456172676i/28954189._SY75_.jpg
Cassandra Clare,lady midnight ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477682i/25494343._SY75_.jpg
S.C. Stephens,thoughtless ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331254339i/13517535._SY75_.jpg
Michael G. Kramer,isabella warrior queen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684999620i/162017068._SY75_.jpg
Nevil Shute,on the beach,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327943327i/38180._SY75_.jpg
Robin McKinley,beauty: a retelling of the story of beauty and the beast,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1294192311i/41424._SY75_.jpg
John Green,"will grayson, will grayson",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273765i/6567017._SY75_.jpg
Stephen King,the dead zone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1283509622i/11573._SY75_.jpg
Stephen King,wizard and glass ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327946510i/5096._SY75_.jpg
Michelle Obama,becoming,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528206996i/38746485._SY75_.jpg
Marjane Satrapi,the complete persepolis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876995i/991197._SX50_.jpg
Rebecca Yarros,fourth wing ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701980900i/61431922._SY75_.jpg
Charlaine Harris,all together dead ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417964062i/140075._SY75_.jpg
Friedrich Nietzsche,thus spoke zarathustra,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650680683i/51893._SY75_.jpg
Mildred D. Taylor,"roll of thunder, hear my cry ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388345167i/310459._SY75_.jpg
Lauren Kate,passion ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339802i/9369720._SY75_.jpg
Charlaine Harris,dead and gone ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388186195i/5161066._SY75_.jpg
Sarah Dessen,this lullaby,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397779294i/22205._SY75_.jpg
Krishna-Dwaipayana Vyasa,the bhagavad gita,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631634958i/99944._SX50_.jpg
John Flanagan,the ruins of gorlan ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293952830i/60400._SY75_.jpg
Trenton Lee Stewart,the mysterious benedict society ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529611235i/40605329._SY75_.jpg
William Faulkner,light in august,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355360091i/10979._SY75_.jpg
Gary Paulsen,hatchet ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385297074i/50._SX50_.jpg
Johnathon Nicolaou,the monarch's ring ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644962479i/60425483._SY75_.jpg
Ursula K. Le Guin,the dispossessed: an ambiguous utopia,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353467455i/13651._SY75_.jpg
Don DeLillo,white noise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476807953i/28251250._SY75_.jpg
Rebecca Skloot,the immortal life of henrietta lacks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878144i/6493208._SY75_.jpg
Kelley Armstrong,bitten ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306101770i/11918._SY75_.jpg
George Orwell,animal farm / 1984,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959366i/5472._SY75_.jpg
Brian Jacques,redwall ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327877368i/7996._SY75_.jpg
Stephenie Meyer,breaking dawn ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039438i/1162543._SY75_.jpg
Karen Marie Moning,faefever ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437781062i/2702704._SY75_.jpg
Vincent Bugliosi,helter skelter: the true story of the manson murders,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347694754i/105992._SY75_.jpg
Anne  Michaud,"why they stay: sex scandals, deals, and hidden agendas of eight political wives",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625880812i/58524608._SY75_.jpg
J.M. Coetzee,disgrace,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385161943i/6192._SY75_.jpg
George Eliot,silas marner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347323528i/54539._SY75_.jpg
Samuel Taylor Coleridge,the rime of the ancient mariner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436976206i/732562._SX50_.jpg
Matt Haig,the midnight library,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602190253i/52578297._SY75_.jpg
Colleen Houck,tiger's curse ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878915i/9284655._SY75_.jpg
Aimee Cabo Nikolov,"god is the cure, love is the answer: a memoir",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1670532341i/64653012._SX50_.jpg
Sherrilyn Kenyon,fantasy lover ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348332807i/84136._SY75_.jpg
Aprilynne Pike,wings ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327983077i/5056084._SX50_.jpg
L.J. Smith,the awakening / the struggle ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393837129i/395871._SY75_.jpg
Munro Leaf,the story of ferdinand,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348133512i/773951._SX50_.jpg
Marissa Meyer,heartless,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477740245i/18584855._SY75_.jpg
Stephen King,the drawing of the three ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370918050i/5094._SY75_.jpg
Gabriel F.W. Koch,death leaves a shadow ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592631430i/54183020._SY75_.jpg
William Shakespeare,the taming of the shrew,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327935253i/47021._SY75_.jpg
Cormac McCarthy,all the pretty horses ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538659953i/469571._SY75_.jpg
Dashiell Hammett,the maltese falcon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1689040081i/29999._SY75_.jpg
Nancy E. Turner,"these is my words: the diary of sarah agnes prine, 1881-1901, arizona territories ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190502i/348225._SY75_.jpg
M.M. Kaye,the far pavilions,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403391799i/10222._SX50_.jpg
Nicola Yoon,"everything, everything",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450515891i/18692431._SY75_.jpg
سید مرتضی مصطفوی,گم شده ای در مه,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532496795i/40941582._SX50_.jpg
Nicholas Evans,the horse whisperer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320410310i/479415._SY75_.jpg
Thomas  Harris,red dragon ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593241110i/28877._SY75_.jpg
David Levithan,every day ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356993940i/13262783._SY75_.jpg
Nicholas Sparks,the guardian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388195339i/15925._SY75_.jpg
Terry Pratchett,hogfather ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416342611i/34532._SY75_.jpg
William Shakespeare,the tempest,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546081115i/12985._SY75_.jpg
Hubert Selby Jr.,requiem for a dream,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1676169823i/46945._SX50_.jpg
John Fowles,the collector,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394828024i/243705._SY75_.jpg
