authors,original_title,image_url
Robert M. Pirsig,zen and the art of motorcycle maintenance: an inquiry into values ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136019i/629._SY75_.jpg
Nicholas Sparks,the last song,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286549186i/6400090._SY75_.jpg
Philip Pullman,the amber spyglass ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189152i/18122._SY75_.jpg
Nicholas Sparks,dear john,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397749854i/5526._SY75_.jpg
Cassandra Clare,city of heavenly fire ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477794i/8755785._SY75_.jpg
Salman Rushdie,midnight's children,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673724335i/14836._SY75_.jpg
Boris Pasternak,doctor zhivago,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385508725i/130440._SY75_.jpg
Michael Ondaatje,the english patient,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320527907i/11713._SY75_.jpg
Robin Waterfield,the firm,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418465200i/5358._SY75_.jpg
Sarah J. Maas,heir of fire ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460846511i/20613470._SY75_.jpg
Becca Fitzpatrick,crescendo ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408146i/7791997._SY75_.jpg
Albert Camus,the plague,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503362434i/11989._SY75_.jpg
Laura Esquivel,like water for chocolate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550721459i/6952._SY75_.jpg
Kazuo Ishiguro,the remains of the day,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327128714i/28921._SY75_.jpg
Willa Cather,my ántonia ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389151307i/17150._SY75_.jpg
Diana Gabaldon,dragonfly in amber ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456114344i/5364._SY75_.jpg
Ransom Riggs,miss peregrine's home for peculiar children ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1623449170i/9460487._SY75_.jpg
V.C. Andrews,flowers in the attic ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327880853l/43448._SX50_SY75_.jpg
Kurt Vonnegut Jr.,breakfast of champions,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934446i/4980._SY75_.jpg
John Berendt,midnight in the garden of good and evil,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427166915i/386187._SY75_.jpg
Truman Capote,breakfast at tiffany's and three stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477015353i/251688._SY75_.jpg
Tahereh Mafi,ignite me ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375972497i/13188676._SY75_.jpg
Charles Darwin,the origin of species,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298417570i/22463._SY75_.jpg
Philip Pullman,the subtle knife ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535965085i/41637836._SY75_.jpg
Tennessee Williams,a streetcar named desire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389153133i/12220._SX50_.jpg
Colleen Hoover,hopeless ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353489892i/15717943._SY75_.jpg
Rohinton Mistry,a fine balance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551173390i/5211._SY75_.jpg
Niccolò Machiavelli,the prince,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390055828i/28862._SY75_.jpg
Laini Taylor,daughter of smoke & bone ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461353773i/8490112._SY75_.jpg
Arthur  Miller,death of a salesman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554514105i/12898._SY75_.jpg
David Foster Wallace,infinite jest,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446876799i/6759._SY75_.jpg
Neil Gaiman,coraline,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493497435i/17061._SY75_.jpg
Victoria Aveyard,red queen ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449778912i/22328546._SY75_.jpg
Kiera Cass,the one ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699307836i/18635016._SY75_.jpg
Cormac McCarthy,"blood meridian, or, the evening redness in the west",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701688704i/394535._SY75_.jpg
Sarah J. Maas,crown of midnight ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391580481i/17167166._SY75_.jpg
Hanya Yanagihara,a little life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446469353i/22822858._SY75_.jpg
Laura Hillenbrand,"unbroken: a world war ii story of survival, resilience and redemption",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327861115i/8664353._SY75_.jpg
Jennifer Niven,all the bright places,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404331702i/18460392._SY75_.jpg
Alyson Noel,evermore ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362336360i/3975774._SY75_.jpg
George R.R. Martin,a feast for crows ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661026821i/13497._SY75_.jpg
Jeffrey Eugenides,the virgin suicides,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319032910i/10956._SY75_.jpg
Astrid Lindgren,pippi longstocking ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519300455i/19302._SX50_.jpg
Lisa See,snow flower and the secret fan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532005164i/40873273._SY75_.jpg
Emmuska Orczy,the scarlet pimpernel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406764899i/136116._SX50_.jpg
Stephen King,carrie,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166254258i/10592._SY75_.jpg
Susanna Clarke,jonathan strange & mr norrell,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357027589i/14201._SY75_.jpg
Ally Condie,matched ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367706191i/7735333._SY75_.jpg
James Patterson,the angel experiment ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339277875i/13152._SY75_.jpg
Stephanie Perkins,anna and the french kiss ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358271931i/6936382._SY75_.jpg
Stephenie Meyer,the host ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318009171i/1656001._SY75_.jpg
Eoin Colfer,artemis fowl ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630661894i/249747._SX50_.jpg
Maya Angelou,i know why the caged bird sings ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327957927i/13214._SY75_.jpg
Johann Wolfgang von Goethe,"faust, first part",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435405022i/14706._SY75_.jpg
Nick Hornby,high fidelity,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327928082i/285092._SY75_.jpg
Annie Proulx,the shipping news,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554192241i/7354._SY75_.jpg
Chaim Potok,the chosen ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403191327i/187181._SY75_.jpg
Erik Larson,"the devil in the white city: murder, magic, and madness at the fair that changed america",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583433024i/397483._SY75_.jpg
J.K. Rowling,the tales of beedle the bard ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630876355i/3950967._SX50_.jpg
Stephen King,pet sematary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480069533i/33124137._SY75_.jpg
Samuel Beckett,waiting for godot,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327910301i/17716._SY75_.jpg
Ki Longfellow,houdini heart,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510418043i/11324204._SY75_.jpg
Jane Austen,northanger abbey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388201718i/50398._SY75_.jpg
Gregory David Roberts,shantaram,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333482282i/33600._SY75_.jpg
Jodi Picoult,nineteen minutes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348577596i/14866._SY75_.jpg
E. Lockhart,we were liars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402749479i/16143347._SY75_.jpg
Isaac Asimov,"i, robot ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1609035271i/41804._SY75_.jpg
William Gibson,neuromancer ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554437249i/6088007._SY75_.jpg
Virginia Woolf,to the lighthouse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639106809i/59716._SY75_.jpg
Bernhard Schlink,the reader,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936339i/101299._SY75_.jpg
Francine Rivers,redeeming love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550053167i/11422._SX50_.jpg
C.S. Lewis,the voyage of the dawn treader ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032500i/140225._SX50_.jpg
Dan Brown,the lost symbol ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070883i/6411961._SY75_.jpg
Jane Austen,persuasion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385172413i/2156._SY75_.jpg
Edith Wharton,the age of innocence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388248423i/53835._SY75_.jpg
Delia Owens,where the crawdads sing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582135294i/36809135._SY75_.jpg
Sarah J. Maas,queen of shadows ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441230104i/18006496._SY75_.jpg
James Joyce,dubliners,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334138184i/11012._SX50_.jpg
William Peter Blatty,the exorcist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375168676i/179780._SY75_.jpg
T.S. Eliot,the waste land,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597549396i/34080._SY75_.jpg
George R.R. Martin,a dance with dragons ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581625286i/10664113._SX50_.jpg
J.R. Ward,lover awakened ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388773547i/42900._SY75_.jpg
J.R.R. Tolkien,the return of the king ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574117762i/838729._SY75_.jpg
Angie Thomas,the hate u give ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476284759i/32075671._SY75_.jpg
John Steinbeck,the pearl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437234939i/5308._SY75_.jpg
P.C. Cast,betrayed ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406941788i/676924._SX50_.jpg
Rebecca Wells,divine secrets of the ya-ya sisterhood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408313524i/137791._SY75_.jpg
Madeline Miller,circe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565909496i/35959740._SY75_.jpg
Plato,the republic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925655i/30289._SY75_.jpg
Stephenie Meyer,the twilight collection,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187657i/690926._SX50_.jpg
Upton Sinclair,the jungle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332140681i/41681._SY75_.jpg
Casey McQuiston,"red, white & royal blue",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566742512i/41150487._SY75_.jpg
Cassandra Clare,city of glass ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452339i/3777732._SY75_.jpg
Diana Gabaldon,voyager ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483278195i/10987._SY75_.jpg
David Sedaris,me talk pretty one day,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431013639i/4137._SY75_.jpg
Donna Tartt,the goldfinch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378710146i/17333223._SY75_.jpg
C.S. Lewis,the last battle ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814830i/84369._SY75_.jpg
P.C. Cast,untamed ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438037020i/2866718._SY75_.jpg
Jonathan Safran Foer,everything is illuminated,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479774440i/256566._SY75_.jpg
Charles Dickens,a christmas carol,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406512317i/5326._SY75_.jpg
Robert Graves,"i, claudius ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657550972i/18765._SY75_.jpg
David Guterson,snow falling on cedars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479863528i/77142._SY75_.jpg
Rick Yancey,the 5th wave ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359853842i/16101128._SX50_.jpg
E.M. Forster,a room with a view,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388781285i/3087._SY75_.jpg
Dan Brown,angels & demons ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696691404i/960._SY75_.jpg
Holly  Jackson,a good girl's guide to murder ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545494980i/40916679._SY75_.jpg
Charles Dickens,bleak house,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1280113147i/31242._SY75_.jpg
J.R.R. Tolkien,the fellowship of the ring ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298411339i/34._SX50_.jpg
Kiera Cass,the elite ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454595i/16248068._SY75_.jpg
P.C. Cast,chosen ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393192825i/1326258._SX50_.jpg
Elie Wiesel,night  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575073611i/1617._SY75_.jpg
Emily Dickinson,the complete poems of emily dickinson,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549999503i/112204._SY75_.jpg
Maggie Stiefvater,the raven boys ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573508485i/17675462._SY75_.jpg
أحمد جمال الدين رمضان,انتحار فاشل,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465754541i/30528535._SX50_.jpg
V.E. Schwab,the invisible life of addie larue,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584633432i/50623864._SY75_.jpg
Kristin Hannah,the nightingale,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681839850i/21853621._SY75_.jpg
Jane Austen,emma,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373627931i/6969._SY75_.jpg
H.G. Wells,the war of the worlds,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320391644i/8909._SY75_.jpg
Deborah Harkness,a discovery of witches ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525097370i/8667848._SY75_.jpg
W. Somerset Maugham,of human bondage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924695i/31548._SY75_.jpg
Elizabeth Gaskell,north and south,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699604581i/156538._SY75_.jpg
R.D. Ronald,the elephant tree,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327248026i/9293020._SY75_.jpg
أحمد جمال الدين رمضان,العصبي,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465754782i/30528544._SX50_.jpg
Richard Dawkins,the god delusion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347220693i/14743._SY75_.jpg
Evelyn Waugh,brideshead revisited,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438579340i/30933._SY75_.jpg
Lemony Snicket,the bad beginning ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436737029i/78411._SX50_.jpg
Colleen Hoover,ugly love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632597571i/17788401._SY75_.jpg
J.R.R. Tolkien,the two towers ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486871714i/222910._SY75_.jpg
Max Brooks,world war z: an oral history of the zombie war,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312647i/8908._SX50_.jpg
Richelle Mead,bloodlines ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297199431i/8709527._SY75_.jpg
Wilkie Collins,the woman in white,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295661017i/5890._SY75_.jpg
Julie Kagawa,the iron king ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327877670i/6644117._SY75_.jpg
Sarah J. Maas,a court of wings and ruin ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555221560i/23766634._SY75_.jpg
Jane Austen,sense and sensibility,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397245675i/14935._SY75_.jpg
Anne Rice,the witching hour ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327289387i/11901._SY75_.jpg
Neal Shusterman,unwind ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297677706i/764347._SX50_.jpg
Terry Goodkind,wizard's first rule ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385248539i/43889._SY75_.jpg
Neal Stephenson,snow crash,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589842551i/40651883._SX50_.jpg
Arthur C. Clarke,2001: a space odyssey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432468943i/70535._SY75_.jpg
Dalton Trumbo,johnny got his gun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925458i/51606._SY75_.jpg
William Makepeace Thackeray,vanity fair,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344386439i/5797._SY75_.jpg
Alan Paton,"cry, the beloved country",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344182368i/6150._SY75_.jpg
Sylvia Day,bared to you ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433411511i/20448515._SY75_.jpg
Lauren Kate,torment ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339749i/7740152._SY75_.jpg
John Steinbeck,cannery row ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388188936i/4799._SX50_.jpg
Thomas Hardy,far from the madding crowd,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631259654i/31463._SY75_.jpg
P.D. Eastman,are you my mother?,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389098758i/197084._SX50_.jpg
Chris Van Allsburg,the polar express,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638557399i/420282._SX50_.jpg
Libba Bray,a great and terrible beauty ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1284558475i/3682._SY75_.jpg
Tatiana de Rosnay,sarah's key,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438863728i/556602._SX50_.jpg
Cassandra Clare,the mortal instruments boxed set: city of bones; city of ashes; city of glass ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312016549i/6485421._SX50_.jpg
Ursula K. Le Guin,the left hand of darkness,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488213612i/18423._SY75_.jpg
Leigh Bardugo,shadow and bone ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339533695i/10194157._SX50_.jpg
Joanne Harris,chocolat ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388674628i/47401._SY75_.jpg
Patrick Ness,a monster calls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430763000i/25480342._SY75_.jpg
William Shakespeare,much ado about nothing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327885569i/12957._SY75_.jpg
Jon Krakauer,into thin air: a personal account of the mount everest disaster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631501298i/1898._SY75_.jpg
Laura Ingalls Wilder,little house on the prairie ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559209202i/77767._SX50_.jpg
Jeaniene Frost,halfway to the grave ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373855613i/1421990._SY75_.jpg
Kelley Armstrong,the summoning ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478986944i/2800905._SY75_.jpg
Simone Elkeles,perfect chemistry ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439792475i/4268157._SX50_.jpg
Sarah Dessen,just listen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358270741i/51738._SY75_.jpg
Greg Mortenson,three cups of tea: one man's mission to promote peace ... one school at a time,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395407074i/49436._SY75_.jpg
Rick Riordan,the red pyramid ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661018382i/7090447._SY75_.jpg
Alexandra Bracken,the darkest minds ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343178841i/10576365._SY75_.jpg
Susan Ee,angelfall ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464206558i/15863832._SY75_.jpg
Randy Pausch,the last lecture,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529682044i/40611510._SX50_.jpg
Becca Fitzpatrick,silence ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408152i/10637766._SY75_.jpg
C.S. Lewis,the horse and his boy ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032718i/84119._SX50_.jpg
Abraham   Verghese,cutting for stone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553715166i/3591262._SX50_.jpg
Daniel Quinn,ishmael ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529680413i/40611328._SY75_.jpg
Dan Simmons,hyperion ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405546838i/77566._SY75_.jpg
William Shakespeare,macbeth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459795224i/8852._SY75_.jpg
William Shakespeare,twelfth night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561384026i/1625._SY75_.jpg
Sarah Dessen,the truth about forever,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362767907i/51737._SY75_.jpg
Marcel Proust,du côté de chez swann ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1691170561i/12749._SY75_.jpg
Garth Nix,sabriel ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293655399i/518848._SY75_.jpg
Irvine Welsh,trainspotting ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353033083i/135836._SY75_.jpg
Jandy Nelson,i'll give you the sun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608612077i/20820994._SX50_.jpg
L.M. Montgomery,anne of avonlea ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305545757i/77390._SY75_.jpg
Laura Ingalls Wilder,little house in the big woods ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621570121i/8337._SX50_.jpg
J.D. Salinger,nine stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554892563i/4009._SY75_.jpg
Michelle Hodkin,the unbecoming of mara dyer ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336655755i/11408650._SX50_.jpg
D.H. Lawrence,lady chatterley's lover,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1215571713i/32049._SY75_.jpg
Pittacus Lore,i am number four ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305807140i/7747374._SY75_.jpg
Brandon Sanderson,words of radiance ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905768i/17332218._SY75_.jpg
Ellen Raskin,the westing game,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356850909i/902._SX50_.jpg
Charlaine Harris,dead to the world ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468561630i/140077._SY75_.jpg
Shannon Hale,the goose girl ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617553319i/179064._SY75_.jpg
Marissa Meyer,cress ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470057005i/13206828._SY75_.jpg
Cormac McCarthy,no country for old men,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443231179i/12497._SY75_.jpg
Sherrilyn Kenyon,acheron ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437687512i/2299110._SY75_.jpg
Michael Cunningham,the hours,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479663379i/11899._SY75_.jpg
Dodie Smith,i capture the castle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385316083i/31122._SX50_.jpg
Paullina Simons,the bronze horseman ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327921996i/83144._SY75_.jpg
Sarah J. Maas,empire of storms ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463107108i/28260587._SY75_.jpg
Max Lucado,you are special ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348346102i/56728._SX50_.jpg
Tennessee Williams,the glass menagerie,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391591003i/92517._SY75_.jpg
William Shakespeare,julius caesar,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631505382i/13006._SX50_.jpg
Sun Tzu,the art of war,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630683326i/10534._SY75_.jpg
Colleen Hoover,slammed ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464826448i/30333938._SY75_.jpg
Hermann Hesse,demian. die geschichte von emil sinclairs jugend,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421510580i/24861._SY75_.jpg
R.D. Ronald,the zombie room,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460547041i/29908754._SY75_.jpg
Diana Gabaldon,drums of autumn ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536699977i/40909452._SY75_.jpg
Orson Scott Card,speaker for the dead ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295660894i/7967._SY75_.jpg
Peter S. Beagle,the last unicorn ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524764327i/29127._SY75_.jpg
Cecelia Ahern,p.s. i love you ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392344536i/366522._SX50_.jpg
